Thetas Estimation;Log Var Thetas Estimation
0.029892504;-4.125267
-2.8293796;-4.0389953
-0.29284498;-3.907494
0.33446437;-3.8958006
-1.5190928;-3.6072059
2.8526673;-3.943058
2.5136724;-3.8003473
2.3365946;-3.9923534
-0.56773627;-3.8378592
1.4855788;-4.359114
-0.74932444;-3.990487
0.057222903;-4.375959
2.2909093;-4.033456
-2.3119009;-4.1844206
0.6136724;-3.7677755
2.1052985;-3.5057683
-2.9219656;-3.9486728
-0.88992405;-3.8342433
1.0758728;-3.9662952
0.8962451;-4.408133
-0.68791986;-4.0422015
0.077096164;-4.404905
-3.4321294;-3.9916081
-2.6257625;-3.9532208
1.0945158;-3.9766402
-0.60130054;-4.56257
-2.861971;-4.3292403
1.8723854;-4.117308
-0.30560112;-4.2294207
1.9871494;-4.4388375
-0.19436975;-4.3645844
-0.57333165;-3.9982467
-1.2925675;-4.2726474
0.34517616;-4.0319743
0.216308;-4.521315
0.8996819;-3.8588638
-1.3724488;-3.962573
0.7341924;-3.963334
-1.9990458;-4.258765
-1.7787064;-3.7614346
0.9840096;-4.2263136
-2.9266887;-4.109515
-0.77271175;-4.0260015
-2.0696993;-3.9267983
0.8486874;-4.321419
-0.13922831;-4.0047064
-1.4820658;-3.899098
-2.6096783;-4.291795
1.5016295;-4.302456
1.9665905;-3.8417096
2.3450093;-4.2079163
-0.7924182;-3.8556795
-1.2673597;-4.555636
-1.8815846;-4.0162745
-2.6409864;-3.996035
-0.07712948;-4.2645626
-1.3054793;-3.7808347
-0.29276565;-4.2835546
1.1834004;-4.2524405
-2.0723114;-3.8845987
-2.0124063;-4.241414
-1.9042698;-4.5977902
0.39961255;-4.027559
-2.3599367;-4.187637
1.3865991;-4.227342
0.5149258;-4.184213
1.6035361;-3.8722367
1.4189274;-4.251092
-2.1117404;-4.2323456
1.3543442;-4.3345923
1.9960726;-4.1389923
1.1575689;-4.0787754
0.5329595;-4.0380087
0.11623955;-4.4767585
1.994687;-4.0074463
-0.323731;-4.1233644
-2.4029174;-4.213391
2.08462;-3.9637961
2.0881104;-3.8000484
1.8758744;-4.06858
-0.89210224;-3.710846
2.2436228;-4.1711483
0.7001041;-4.211329
-0.08772579;-3.824597
-1.0383022;-3.9055104
0.87655854;-3.904119
2.0849237;-4.18021
-2.3989716;-4.6118717
0.30786693;-4.095699
2.4774766;-4.143529
2.4617229;-3.8489122
-1.2335309;-4.339774
-1.3185246;-4.0669227
-0.62016046;-4.0231724
-0.82705176;-4.473508
-1.3643112;-4.05517
1.2982265;-4.0337424
-0.80533326;-4.1717196
0.1262973;-4.259288
-1.093924;-3.8111844
1.0524523;-3.5608096
-2.263467;-3.88624
1.9653672;-4.025421
-2.951867;-3.8079143
0.7018287;-4.0041566
-1.9183267;-4.2799273
-0.58261085;-4.0708237
-1.2729008;-3.839038
0.9600941;-4.2332115
-1.4789225;-4.03261
0.3294382;-4.421453
-0.67578053;-4.151684
0.33907247;-3.8906522
1.784926;-4.0465593
1.8507062;-4.0043654
-2.3159244;-3.8728533
-1.1404514;-4.352058
-0.9972179;-3.8991222
-2.9571176;-4.073803
-1.4670423;-4.574791
1.7518319;-4.118347
-0.7876188;-3.9456038
-1.9057721;-3.8112807
-1.6713237;-4.213905
2.2004886;-3.6974392
-0.9080161;-4.049571
2.8075724;-4.0949793
0.0500561;-4.1405673
-2.681716;-3.578814
-0.76361597;-3.475771
-1.6733145;-4.15163
-0.30973804;-4.375949
2.423976;-4.076447
1.5983139;-4.1132817
1.613743;-4.134337
-2.4137993;-3.931611
-1.9581287;-3.8432598
-0.509299;-4.0435815
2.148107;-3.9592843
1.9762193;-3.9859056
-0.25025374;-4.136543
0.17392588;-4.018812
0.5523767;-4.1691117
-2.4720583;-3.885715
1.6907495;-4.216486
-1.9417529;-4.1751776
-2.3567233;-3.935995
1.0129063;-4.1965938
-1.7677679;-4.0527596
-1.115168;-4.83631
1.8996161;-3.9667578
-0.395726;-4.4377313
1.6429113;-4.1709695
2.713632;-4.019836
1.9531325;-4.27409
1.6251909;-4.310406
0.70911133;-4.0311995
0.6098047;-3.8639598
2.324377;-4.362598
1.7483288;-4.070331
0.4988724;-4.0527864
-0.6013348;-3.9121037
0.24032414;-4.3683496
-2.8718505;-3.9665122
0.9042436;-4.5857134
0.5430701;-4.15322
1.982844;-4.112005
-2.1589088;-4.1640935
1.2461181;-4.0722356
-2.424789;-4.2088714
0.76776767;-4.417108
1.31971;-4.340348
-0.48632976;-4.4597178
-0.23807716;-4.304622
-1.9292934;-4.016701
2.9948153;-3.9670663
-0.453798;-4.145659
-0.26057032;-4.0283895
-1.3154784;-4.583242
2.0945287;-4.33548
2.0430727;-3.943962
3.1293821;-4.0551195
-1.2639475;-4.019853
-2.3167796;-3.8782306
-0.5729482;-4.004982
1.9598547;-4.297925
1.1505238;-3.9852195
-1.3949727;-4.031153
2.3437347;-3.8914523
2.4113884;-3.957981
1.0022255;-3.934826
-1.3100077;-4.311793
-0.7257681;-4.437569
2.8873916;-4.233598
1.1501288;-4.123898
-0.18239175;-4.0910163
0.752053;-4.133308
1.4139981;-3.744051
0.33766198;-4.3729734
2.1782331;-3.906475
1.6697742;-3.8659706
-2.1246614;-3.4929585
2.4287362;-4.230029
-0.56357217;-3.7782693
-2.1600251;-3.6246414
-0.48292232;-4.3349814
1.0055293;-4.2020063
-1.8734806;-3.9067125
-2.4878883;-3.7538996
-2.104238;-4.253145
0.6030626;-4.5569406
0.7529806;-4.225887
-0.67842895;-3.807919
2.330052;-3.9702387
-0.115192324;-4.281472
1.18072;-3.8892565
1.8166422;-4.3309765
1.6631211;-3.9526181
-2.4074535;-4.281003
1.8337435;-4.009104
2.6178126;-4.152811
