Thetas Estimation;Log Var Thetas Estimation
-1.4453893;-3.6278613
-2.7728808;-3.5610747
0.64140725;-4.2507763
-1.2605678;-3.431777
-1.181715;-4.1039114
2.7356026;-4.8902817
-0.76868594;-3.6741722
0.8297533;-4.8508663
0.91575676;-3.8093956
0.16340245;-4.5368185
0.0014879704;-3.8399148
-0.43842816;-4.4245863
1.8962107;-4.2496824
-2.6518266;-4.0955353
0.8855006;-4.8913174
1.6267431;-4.099645
-2.2314982;-3.6865406
-0.22363952;-3.6476355
0.55041593;-4.3017845
0.71330553;-4.5155644
-1.6589603;-4.3745584
0.94500846;-4.4294424
-3.0269182;-3.6001909
-3.2284367;-3.7788029
1.6626337;-3.9843729
-1.1244246;-4.3802204
-2.600842;-4.2173057
1.4854023;-4.413351
-1.1191752;-4.3596163
1.5168169;-3.9960945
-1.643039;-4.0973215
-1.0030804;-3.416983
-1.5583423;-3.5693173
0.58493966;-4.7676544
-0.31699604;-4.2746854
1.6945285;-3.9457986
-1.9669476;-4.6422167
-1.6255941;-4.046043
-0.42090416;-4.54591
-1.8162738;-4.4515004
1.8342357;-4.826989
-1.9088669;-4.461802
1.926194;-4.285356
-2.5030658;-3.9102092
1.1783578;-3.959946
0.14466457;-3.9204178
-2.1678154;-3.6581302
-2.523988;-4.4137926
1.754047;-4.386429
1.585821;-4.074162
2.2012334;-4.053213
-0.25289986;-4.050338
-0.79691035;-4.645048
-2.5070775;-3.477507
-2.4739394;-4.377675
0.109982535;-4.233739
-2.0889015;-4.2892404
1.5209073;-4.6446724
1.1583742;-4.118195
-2.5026727;-3.6211035
-2.4093406;-4.0141783
-0.9108578;-3.8007598
2.2811184;-4.0032597
-2.399024;-3.8429198
1.4400988;-4.0112457
-1.6933076;-4.0411096
2.052004;-4.9116917
0.7686978;-4.736861
-1.2859848;-4.289359
1.0872889;-4.5944614
2.665437;-3.8839855
0.38264787;-4.0808563
1.9050021;-3.638493
0.5931357;-3.683489
2.7911937;-4.5465527
-0.9144672;-4.4906483
-2.1792142;-4.0998144
2.6619785;-4.2833853
0.79468787;-4.5120173
0.3809592;-4.2536764
-0.9331601;-3.2945182
0.89380914;-4.0497355
0.21356983;-4.3258467
-0.62089276;-4.3349094
-2.5277457;-4.14104
-0.19312048;-3.7201161
2.0641825;-4.6625376
-2.0141695;-3.8465724
-1.1702732;-3.31328
1.9548562;-4.3663054
2.5536118;-3.9497836
-1.0393946;-4.4708548
-2.3909955;-4.240454
0.605128;-4.201476
-0.0013255924;-3.7589338
-1.9278175;-3.932607
0.55625635;-4.054834
-0.74289167;-3.2157195
-0.63863635;-4.928199
0.21716364;-4.292183
-0.07264164;-3.8727357
-2.615551;-3.6914015
1.3450239;-4.114641
-2.712859;-4.7009754
0.27399695;-3.7479742
-2.7109883;-3.9119923
-0.19190651;-3.6160862
-2.0579743;-4.0611467
0.65916437;-4.603051
-2.0426157;-3.8350608
0.66991854;-4.2792673
-1.855159;-4.034999
0.8048904;-3.7865403
1.7203695;-4.694398
1.8177589;-4.1168895
-0.8421815;-4.5120144
-1.7537874;-3.9016275
-2.2386394;-3.6921568
-3.3692915;-4.397397
-1.3230063;-3.583961
1.6634356;-4.3509426
0.5388915;-4.2261233
-1.7777519;-4.007317
-1.8353652;-4.2775106
1.0403975;-4.046777
-1.5885923;-3.48834
2.16968;-3.8744342
-0.33024663;-4.1587033
-1.3809268;-4.378514
-1.2251413;-3.5675113
-1.2563328;-4.242482
-0.49828732;-4.794815
2.235537;-4.8307104
-0.36794382;-4.5222588
1.5828664;-4.0184402
-1.8454217;-3.9221437
-0.7133494;-3.4597123
-0.3800227;-3.875747
-0.8537968;-4.24969
3.3887866;-3.8845613
0.35978574;-4.258539
0.46523315;-3.969925
0.28397435;-4.6025543
-2.712242;-3.393928
2.2409618;-4.7753572
-2.2149155;-3.695794
-2.4291198;-3.8226874
1.1487881;-4.3950806
-0.9747497;-4.7524567
0.29863727;-3.8120136
1.375326;-3.8994758
-1.4952039;-3.7301583
1.5028808;-3.6801636
1.1531767;-3.7214618
1.6804557;-3.8893414
2.971359;-4.243193
1.2833357;-3.7163746
2.263504;-4.5909843
1.2607963;-3.9369485
1.3606385;-4.330037
1.6167948;-4.639161
-1.3924187;-3.5912244
1.1522527;-4.6702585
-1.7143892;-3.806008
1.890168;-4.456154
-1.0121598;-3.6467524
2.639672;-4.6124105
-1.3768088;-4.0299373
2.3955038;-4.233675
-2.3350601;-3.677655
1.4061527;-4.2962017
1.9132593;-3.824511
0.17744388;-4.0926814
0.5141866;-4.1718016
-2.5667777;-3.6987972
2.7263277;-3.9697583
-0.99631345;-3.902724
0.17541958;-4.3204165
-2.426874;-3.9266272
0.83444995;-4.9026318
1.884372;-4.2884545
2.5646951;-4.352719
-1.8262066;-3.652775
-2.3389287;-4.3861885
-1.4145684;-4.229701
1.8860059;-4.6249905
1.1202645;-4.2492495
-2.7011395;-3.4156125
2.6544757;-4.1539354
1.9899633;-3.918062
1.5574987;-4.638337
-0.21233922;-3.778772
-0.5421384;-4.366883
2.477282;-4.1251755
1.742123;-4.9289474
0.33142996;-4.008254
0.8549874;-4.6952744
0.47150463;-4.2150764
1.0444713;-4.167775
1.5532863;-4.400276
0.5030938;-4.5806665
-2.2494562;-4.7212467
1.0563543;-4.6125784
-0.690625;-4.094986
-2.8625395;-3.828605
-0.57758754;-3.884439
1.5284661;-3.6364622
-1.6385866;-3.196353
-2.80349;-3.399948
-2.4901772;-3.929632
-0.96020895;-3.976376
-0.8684074;-4.7752237
-2.062845;-3.9797378
2.6294045;-4.4991198
-1.1555316;-4.5411253
0.9756785;-3.5666246
-0.5579875;-4.691674
2.0754213;-4.0415497
-1.9843727;-3.9514449
0.6092085;-4.1231165
1.150768;-3.8181276
0.97951084;-3.7595236
1.5877272;-4.5001316
-2.1845338;-4.1377816
-2.8869295;-3.6707404
0.7046965;-4.0465364
1.5043797;-4.8894033
-0.7581849;-4.36644
1.383709;-3.981758
0.69365096;-4.058971
-1.2059435;-3.7199585
1.1453476;-4.7802725
-1.4531649;-3.849699
1.1409638;-4.0998306
2.5941737;-4.4071484
0.26316196;-3.859803
2.5294616;-4.277317
0.23836876;-4.3978157
1.2499859;-4.626032
1.6176785;-4.3825493
-1.6615113;-4.188162
-0.15222093;-4.473939
0.41935033;-4.197526
-3.2054605;-4.1353607
-0.44953513;-3.9368148
-2.3779228;-3.6689382
2.225518;-4.580805
1.5205966;-4.437599
-0.4941452;-4.0054913
-1.326594;-4.0554733
1.1824408;-4.05387
-0.74400693;-4.4931116
-0.3610321;-3.762636
-1.0281887;-4.0951385
1.5552213;-4.4404774
-0.35801497;-4.124091
0.4910692;-4.0980697
-0.07956198;-4.2154913
-0.31555915;-4.0847425
-0.7291698;-4.4382296
1.7421513;-4.23827
-1.8943807;-4.073083
1.6668701;-3.8250868
-0.692628;-3.5404859
-1.4834437;-3.957998
2.5707848;-4.1047153
2.3065174;-4.5567875
1.7449381;-4.425692
0.46203047;-4.7660656
-1.3658687;-4.0182548
-0.07090074;-3.9743738
-1.325595;-4.256256
-1.5302124;-3.933171
-0.061311245;-4.241311
-1.0183463;-4.1222005
-0.9155203;-3.5700278
0.4437629;-3.6960917
1.1270895;-4.1074038
-0.9903471;-3.8533072
-1.3692482;-3.8538792
-1.2863411;-4.305029
-3.3609447;-3.9023352
-0.0025313795;-3.8101115
-1.6976315;-3.7648928
-0.6557657;-3.9108853
1.758741;-3.9928453
-0.2955465;-3.5654228
-1.8609935;-3.8546345
-3.2223964;-3.9123833
-2.054424;-3.6532872
-2.4825785;-3.7620475
-0.3234033;-4.424615
0.5800036;-4.4311485
0.6033322;-4.3715725
-2.383281;-4.086097
2.5418756;-4.6744576
-0.8370406;-3.2027664
-2.3169389;-4.146119
0.8302746;-4.0259714
0.9392515;-4.331719
-1.3458441;-3.6934824
1.0407667;-4.582102
-1.3814923;-3.8565125
0.56250185;-4.411025
-1.3673921;-4.3798018
-2.4755602;-3.944811
-1.5028508;-4.9870005
1.145787;-3.4624135
0.7161903;-4.7520313
-2.8022778;-3.7014987
-0.3645143;-3.2621708
3.1322985;-4.6167936
0.7309849;-4.1486273
2.3290608;-4.1016297
0.6669333;-4.238657
-1.5101874;-4.1535597
3.253802;-3.8790379
1.8741741;-3.9384456
-2.6031122;-3.5678463
1.1949034;-4.2878885
-0.68575156;-4.819745
-1.1938403;-4.2335668
0.41367644;-4.7030096
2.3073373;-3.9408739
0.6545014;-4.5179033
-0.9797652;-3.9531536
1.681666;-4.215562
1.2312254;-4.2109632
-0.77949643;-3.593714
0.22398175;-4.7396107
-0.55729413;-4.0187054
0.75358;-4.440612
2.0674064;-4.6270857
2.8429055;-4.164386
-2.5909626;-4.132328
1.7307408;-4.025814
-1.3425906;-3.7452073
-1.2734531;-3.4370046
-0.0847165;-3.996968
-1.5387015;-3.8725011
-2.4797375;-3.9614878
1.620796;-3.6463265
0.07336745;-4.27265
-1.7806159;-4.0227356
-0.24108014;-4.067301
-0.61798155;-3.959936
0.42280132;-4.0806036
0.9518494;-4.0751677
-2.5983362;-4.3606834
-1.9322921;-3.2928069
-1.9763931;-3.9572678
-0.10327139;-3.6916466
1.8576639;-3.5850158
-0.47000647;-4.564866
0.048131466;-3.9319854
-2.223434;-3.4579937
0.8159587;-3.8469524
1.5046755;-4.2095475
0.28300452;-4.5755796
2.084753;-4.3303385
-0.9183813;-3.7169101
-1.4756485;-3.9452112
0.65178496;-4.7106085
-2.2863379;-3.9845638
-0.55182683;-4.3498125
-2.829418;-3.9473834
1.0488049;-3.8056858
-0.8743754;-4.446521
-3.0711298;-4.432126
-2.7758412;-4.3805447
0.6049211;-4.692564
-2.078448;-4.439522
2.3672802;-4.1514754
-0.44936568;-4.7131014
-2.0459485;-3.3542235
-1.4625283;-3.008996
-1.5262374;-4.038615
-2.6924431;-3.8842824
-1.2830328;-3.870299
-1.5093642;-4.0383754
2.1795065;-3.922018
-0.2883234;-4.43033
-2.2131934;-4.111637
-1.4291583;-3.4949923
0.3989039;-3.999546
0.9279826;-4.2251434
-0.64557797;-4.152396
0.97327167;-4.0205445
0.8169319;-4.445813
2.3349762;-3.8712468
-0.2024346;-3.9899883
2.3811786;-3.870867
2.4019005;-5.1530895
-0.019974858;-4.0583124
0.34668165;-3.9836113
0.45349568;-4.229829
-2.2588217;-3.862142
-0.9374479;-4.549406
3.0091188;-4.7836943
-0.8715767;-4.4443192
2.1644478;-4.3480015
0.26048076;-3.6458738
-1.7278556;-4.3003416
-1.58403;-3.9668744
-0.13284841;-4.42041
-2.103124;-4.0617924
-1.1184103;-4.098922
1.3505223;-4.187445
-2.1542025;-4.504302
-0.90841085;-3.5038052
-1.9229038;-4.6118565
2.0243392;-3.893299
-2.3333433;-3.2694764
-1.5607069;-3.1328835
0.8019235;-4.5754213
-0.64657575;-4.1928596
-3.0886276;-4.251384
-0.7510922;-3.7363336
1.9092953;-4.684496
0.41449487;-4.2145815
-2.1194005;-3.168725
-0.022545598;-4.3244
-1.7037973;-3.7384696
-2.802012;-3.63808
1.7494855;-3.980805
-2.212384;-4.0322056
-0.8476616;-4.080103
0.98224014;-3.9571762
1.1494521;-3.9315915
1.5424685;-4.7890043
0.7195172;-4.216646
0.51552695;-3.7413807
-0.44607264;-4.544237
-1.2448856;-3.8506353
-1.3113703;-4.147
-0.53597426;-3.7393632
0.6916806;-4.0846596
-1.5522096;-4.1322956
0.74878585;-4.616625
2.4293861;-3.8850248
-1.3423691;-4.6584835
-0.18451633;-3.892068
0.3427747;-4.675411
1.8089035;-4.1243534
0.19813688;-4.4944086
1.7207285;-4.8024073
-1.339211;-3.959729
-0.28392255;-3.8793983
2.342628;-4.9894667
0.48674625;-3.421616
2.8497496;-4.1705914
2.6192682;-4.3653593
1.8895676;-4.479768
-1.6232282;-3.5552754
-0.084246024;-4.312822
2.2941287;-4.286646
