a_values;Rep1;Rep2;Rep3;Rep4;Rep5;Rep6;Rep7;Rep8;Rep9;Rep10;Rep11;Rep12;Rep13;Rep14;Rep15;Rep16;Rep17;Rep18;Rep19;Rep20;Rep21;Rep22;Rep23;Rep24;Rep25;Rep26;Rep27;Rep28;Rep29;Rep30;Rep31;Rep32;Rep33;Rep34;Rep35;Rep36;Rep37;Rep38;Rep39;Rep40;Rep41;Rep42;Rep43;Rep44;Rep45;Rep46;Rep47;Rep48;Rep49;Rep50;Rep51;Rep52;Rep53;Rep54;Rep55;Rep56;Rep57;Rep58;Rep59;Rep60;Rep61;Rep62;Rep63;Rep64;Rep65;Rep66;Rep67;Rep68;Rep69;Rep70;Rep71;Rep72;Rep73;Rep74;Rep75;Rep76;Rep77;Rep78;Rep79;Rep80;Rep81;Rep82;Rep83;Rep84;Rep85;Rep86;Rep87;Rep88;Rep89;Rep90;Rep91;Rep92;Rep93;Rep94;Rep95;Rep96;Rep97;Rep98;Rep99;Rep100;Bias;RMSE;Abs Bias;Corr
1.23281272917799;0.7706039;0.8143282;0.73002017;0.8174151;0.8052261;0.78677064;0.827324;0.8105911;0.7869024;0.8086082;0.76376325;0.76261616;0.8264838;0.7486405;0.7715532;0.7617915;0.82031417;0.84812444;0.83181673;0.7920043;0.83078957;0.75646275;0.7884073;0.80523366;0.772301;0.77303284;0.75415665;0.74303013;0.8134325;0.82127553;0.77592736;0.78085566;0.80674386;0.8376634;0.8263595;0.7865585;0.77312;0.7814675;0.77701473;0.8124738;0.82236665;0.8232774;0.79013073;0.770376;0.76431125;0.7603699;0.8020337;0.779371;0.7844595;0.7868778;0.7471258;0.79917175;0.842967;0.7902225;0.8087237;0.8456025;0.7965778;0.8203397;0.82369435;0.7753212;0.7996841;0.78798825;0.8183499;0.80914366;0.7898836;0.783156;0.75204813;0.75978756;0.78927946;0.79101944;0.8014284;0.7870305;0.7987739;0.7901228;0.8313302;0.8109213;0.7819662;0.8438278;0.80164564;0.8047903;0.80466133;0.7852165;0.83892715;0.75538695;0.8082373;0.79554456;0.8225301;0.7939137;0.758482;0.7915395;0.7967534;0.8412919;0.77867943;0.8231087;0.8034301;0.8047896;0.7727613;0.7677722;0.8005325;0.8034105;0.43767602711729153;0.4384345469877175;0.43767602711729153;0.6917756328767821
1.13410420876502;0.78443515;0.7915196;0.7633866;0.76558924;0.8066081;0.7665401;0.75478333;0.7226415;0.7136922;0.76580274;0.77229625;0.757518;0.7902332;0.76963437;0.7422589;0.71639854;0.7775762;0.7487272;0.7914087;0.71434647;0.7128963;0.7480889;0.775253;0.7477608;0.77456576;0.7707667;0.7786694;0.74633646;0.7455567;0.75626886;0.81057364;0.6911457;0.8268778;0.76146394;0.73726124;0.7250336;0.7333893;0.7134689;0.78059816;0.7522066;0.7334604;0.7470216;0.7312052;0.7878292;0.77552325;0.73941064;0.7458231;0.75390846;0.7550196;0.7474008;0.7821416;0.70796573;0.78965276;0.73575974;0.7490705;0.795358;0.83528304;0.7698124;0.78901154;0.77379125;0.7832805;0.7322242;0.79068094;0.714629;0.76040244;0.76907074;0.7580135;0.72376066;0.7529368;0.7479485;0.7437418;0.7572814;0.712541;0.75187224;0.7795465;0.7871465;0.7405714;0.7626982;0.7121689;0.76929015;0.72647935;0.76968515;0.75911623;0.77016085;0.76794523;0.7766319;0.7594874;0.75017446;0.7459158;0.72989833;0.7363881;0.7366625;0.7727057;0.819235;0.7647966;0.7801265;0.74080944;0.78331697;0.7454617;0.7523036;0.37625287633894844;0.37721627810218716;0.37625287633894844;
1.73858558148776;1.2293508;1.150068;1.1818799;1.1888772;1.1075305;1.158838;1.2266809;1.1595985;1.1846675;1.1769085;1.196047;1.2095225;1.21793;1.1798921;1.3069954;1.1350622;1.1904361;1.2131349;1.0853864;1.2110763;1.195871;1.2468411;1.1547023;1.3043535;1.2223443;1.1816664;1.1787595;1.1660916;1.2322347;1.1839737;1.2685848;1.3161628;1.2182925;1.2440913;1.194613;1.2684275;1.1473132;1.2317564;1.1413027;1.2412438;1.2090454;1.156686;1.2319852;1.1730177;1.1646348;1.1710039;1.0808351;1.2233276;1.1214296;1.2420986;1.1361426;1.1783412;1.1559868;1.2293208;1.0024306;1.158025;1.1524011;1.1772194;1.1639138;1.2941861;1.1713896;1.1846552;1.1783146;1.1842983;1.2103921;1.2058107;1.1595626;1.2720937;1.19343;1.2142484;1.1914608;1.1905105;1.1100552;1.1539136;1.1478951;1.2185498;1.2353424;1.2720333;1.1614729;1.1912235;1.2157876;1.1039877;1.1487135;1.1961774;1.2476044;1.2297822;1.2261184;1.1164438;1.1782337;1.1370913;1.1417372;1.1969819;1.2058853;1.1454405;1.247172;1.2558552;1.1892709;1.2082534;1.1688975;1.2487031;0.5473322913113694;0.5496586080881295;0.5473322913113694;
2.11050586072989;1.44242;1.5100247;1.4671302;1.475372;1.4283755;1.4740915;1.4829305;1.4468142;1.3302815;1.4057679;1.392019;1.4500203;1.471152;1.4648975;1.4525839;1.4032801;1.4635636;1.4713227;1.4322313;1.4645971;1.3650357;1.4822458;1.3803493;1.3811713;1.3982521;1.392063;1.435373;1.2658254;1.4600933;1.4885002;1.4872029;1.491543;1.3927459;1.4455153;1.4066775;1.4835874;1.5009238;1.4165457;1.430104;1.513386;1.3809128;1.4355282;1.4663625;1.484895;1.4338965;1.4792234;1.4361721;1.4850767;1.4399908;1.3804399;1.5343739;1.4648674;1.4223;1.502778;1.3890641;1.4350008;1.4113349;1.4561582;1.4456205;1.451621;1.4428619;1.4434772;1.5126419;1.4110528;1.4544349;1.3778273;1.475061;1.3738704;1.4174286;1.431811;1.435075;1.4385701;1.4782;1.4387279;1.4508115;1.489098;1.4741703;1.5650198;1.3568519;1.5144148;1.4152843;1.5381066;1.4450532;1.4707069;1.377608;1.358804;1.4764024;1.457452;1.4690348;1.3875959;1.4943322;1.452249;1.3587086;1.0200868;1.0633686;1.4890182;1.4793426;1.3915224;1.44907;1.4825507;0.6751125010687865;0.6791297760600825;0.6751125010687865;
0.770226868996199;0.56045526;0.5112379;0.44882113;0.45436364;0.5706392;0.6261734;0.5960307;0.546704;0.56561476;0.510083;0.53170824;0.5629907;0.521228;0.5648933;0.4797727;0.5186022;0.49177742;0.5568697;0.58657885;0.53849757;0.5437428;0.4998038;0.5694977;0.5088145;0.4955625;0.5913398;0.5141956;0.53210586;0.54188544;0.4976435;0.51983553;0.50706315;0.5659961;0.5320352;0.5271742;0.6041807;0.50831896;0.602133;0.52067816;0.5806363;0.54406714;0.5243565;0.53420824;0.5806246;0.5008838;0.51159215;0.5010356;0.5269899;0.48493037;0.51515806;0.5453418;0.5592248;0.5024402;0.61806417;0.53432786;0.45791036;0.5687941;0.50977737;0.51785785;0.6164978;0.55078286;0.54882544;0.59169143;0.5707947;0.53038526;0.56661;0.5214029;0.48117274;0.539383;0.502323;0.55716634;0.5786475;0.49921802;0.5309312;0.54915917;0.5331677;0.55642444;0.5546235;0.5476632;0.60777736;0.47301367;0.53880274;0.5622608;0.5350577;0.5416017;0.50155264;0.53694874;0.46410996;0.5722383;0.5266023;0.5575521;0.5477514;0.5418642;0.5290213;0.554581;0.6141446;0.5137291;0.53860736;0.522541;0.58294314;0.231898462483462;0.23484870336749097;0.231898462483462;
1.90147392426887;1.3021947;1.333653;1.2599623;1.3751618;1.2979776;1.355641;1.2516117;1.319678;1.2932479;1.3486439;1.3179636;1.3666945;1.232404;1.3017584;1.2999847;1.2754977;1.2297019;1.3434645;1.3235028;1.4210298;1.334702;1.3390507;1.3076329;1.3771379;1.2541478;1.3268965;1.3538171;1.2297558;1.4010347;1.3432386;1.3337044;1.3921188;1.3074466;1.2140862;1.2976544;1.338471;1.2840292;1.3050568;1.3257563;1.3366296;1.3049072;1.3258315;1.2921442;1.304894;1.2588763;1.3728389;1.2846934;1.2387075;1.3667089;1.2966266;1.390154;1.3123221;1.3558778;1.3333008;1.3317052;1.327483;1.3870349;1.3015665;1.317946;1.3395804;1.299451;1.3229833;1.29709;1.2462542;1.2774508;1.2801132;1.241761;1.2541783;1.3131434;1.3453531;1.3029114;1.252846;1.262596;1.349368;1.3481126;1.3580343;1.3128827;1.2880621;1.3241799;1.3721526;1.233691;1.3541747;1.352488;1.3508736;1.2863955;1.2800319;1.3123004;1.2399648;1.2861924;1.283253;1.3013757;1.3231498;1.3584375;1.4352968;1.3523655;1.3099475;1.262976;1.3057466;1.2368282;1.3872544;0.5875038508073378;0.5892616109067721;0.5875038508073378;
0.659423497569008;0.5126348;0.5120149;0.48187354;0.46077967;0.48933396;0.46895722;0.48675203;0.45976168;0.4437788;0.4242703;0.5147916;0.45282593;0.4987098;0.46766305;0.4826543;0.48367956;0.46448678;0.45861837;0.49781033;0.5042481;0.4987879;0.4713195;0.45392725;0.48289767;0.5373136;0.49602544;0.50385445;0.5101964;0.46048102;0.46346265;0.5074156;0.50158095;0.48440015;0.4658156;0.5460386;0.46840674;0.45325798;0.46102595;0.50867224;0.4901836;0.48747712;0.51595837;0.44682512;0.48014465;0.4897351;0.50527793;0.42776817;0.42093444;0.51342136;0.48711157;0.50289;0.47294238;0.44769958;0.5150978;0.49133235;0.4483371;0.43811813;0.5076643;0.50202566;0.5036617;0.45014125;0.48320043;0.483115;0.52722114;0.47040695;0.42593262;0.4379343;0.43750057;0.4571756;0.43491572;0.4388113;0.46771127;0.45966873;0.4835501;0.4556776;0.4652229;0.47387588;0.49339393;0.45582667;0.45196322;0.47579798;0.45572063;0.5722228;0.50905704;0.44746512;0.471516;0.49135134;0.48368654;0.5052798;0.5447366;0.48548788;0.5074969;0.47249794;0.49265173;0.49987057;0.4453409;0.4334954;0.46410713;0.5249636;0.52248;0.17948747719471012;0.1818760782589928;0.17948747719471012;
0.936850185428413;0.6563089;0.7067116;0.6855881;0.71005344;0.72189885;0.73672664;0.6660899;0.7113293;0.7280306;0.7824048;0.7306738;0.73474824;0.7293705;0.69090766;0.7909777;0.7429849;0.7410484;0.728958;0.77933955;0.7003307;0.70376265;0.69440395;0.67983234;0.71629363;0.68747956;0.71312416;0.7598126;0.7458893;0.6915347;0.69856966;0.7420837;0.6838816;0.7383281;0.7332806;0.6939254;0.69722205;0.74162453;0.7172903;0.6991837;0.7466517;0.68442965;0.791534;0.78027654;0.7310205;0.67469305;0.7013786;0.74318063;0.7111681;0.70091206;0.679128;0.74566627;0.7702035;0.73171186;0.68173766;0.7502276;0.68903077;0.7137809;0.6873806;0.7461393;0.733788;0.56950974;0.73787326;0.7472785;0.76237506;0.6626433;0.74261624;0.7193005;0.69204944;0.6821911;0.76159596;0.7653465;0.74912655;0.76931506;0.74163073;0.72553295;0.7428904;0.6886099;0.81121093;0.72539306;0.70651454;0.73253524;0.721097;0.72389364;0.72005755;0.7308753;0.7233753;0.7340668;0.68594885;0.7382861;0.74257076;0.67248225;0.6967646;0.7471585;0.66757375;0.78886026;0.69777226;0.6984359;0.68435466;0.7392275;0.737122;0.21593513313368176;0.21882361874304693;0.21593513313368176;
0.797962214666815;0.5289806;0.54472244;0.58079654;0.52471125;0.5231903;0.536291;0.62209654;0.5915295;0.5081684;0.5962149;0.5925977;0.6020457;0.49652958;0.5986314;0.54560614;0.54491425;0.57857066;0.550852;0.5987906;0.5250326;0.57245237;0.55397904;0.5631133;0.51335424;0.5842066;0.54363215;0.5808053;0.67114764;0.5535638;0.5046854;0.56933033;0.5375191;0.5449252;0.5677087;0.5638975;0.51526874;0.5315051;0.55394554;0.5398329;0.5363807;0.5593859;0.593567;0.5471331;0.51744545;0.5694043;0.5609024;0.49797216;0.54815936;0.56872016;0.56605995;0.53867316;0.56734025;0.6024693;0.63265157;0.52740383;0.53174657;0.6146261;0.54090905;0.5653587;0.5897733;0.5853865;0.5344134;0.670152;0.54394805;0.5568436;0.5815045;0.6023157;0.5859863;0.5912524;0.55576146;0.596105;0.5932184;0.5437384;0.5214358;0.57117885;0.5711115;0.54543173;0.5829311;0.55889904;0.5958536;0.5384152;0.5338919;0.5778427;0.57232964;0.59218585;0.52646923;0.5424567;0.52479357;0.5846884;0.6061471;0.5640687;0.56026685;0.5495034;0.5833859;0.5259035;0.5861317;0.5589374;0.6010351;0.5893764;0.62347984;0.2343621766748139;0.23670444036560248;0.2343621766748139;
1.08483405442007;1.047885;0.96610844;1.0167886;0.98465085;0.7506428;0.840208;1.0562875;0.88859135;0.9831155;0.9487171;0.91575944;0.89803785;0.93496776;1.0441405;1.0523125;1.0376121;1.0541056;1.0540497;0.99569666;1.0451481;0.92299837;1.0161004;0.937341;0.9801953;0.92685986;0.9434022;1.0142441;1.0068109;0.91268003;1.0184556;0.995742;0.9871997;0.99515545;0.8997115;0.927129;0.9591874;0.9420868;0.8834221;0.81726384;0.9924181;0.96749496;0.9849518;0.91523093;1.0601325;0.97031635;1.0302705;0.98885614;0.9933615;0.9527357;1.0557196;1.0490052;0.92785496;1.0121688;1.0406164;0.8621559;0.9717905;0.91406524;1.0277989;1.0567722;1.046733;0.9287778;0.8135978;0.98336154;0.9497397;0.99828994;0.9503774;0.8214975;1.0184761;0.9884214;1.0947398;0.94152254;1.0183585;0.99477047;0.9456437;0.9091293;1.0142944;0.98489934;0.9744407;0.98855746;0.9777354;0.9182372;1.0319971;0.89333487;1.0137641;0.9839586;0.89569545;1.0713941;0.9015215;0.9301124;0.97731847;1.0842292;0.95125806;0.9585277;0.94100887;0.8780197;0.9947515;0.9579221;0.99313205;0.9182765;0.96429175;0.11506763429410903;0.13147888301422722;0.11526574910033044;
