1.43489867079201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.29387143041222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;4.29191507547451;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1.58361500957546;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;4.01095762423018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;2.19120856049045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;2.40085747232297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;5.00791002523667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;62.9383406674099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;2.33371696328694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;3.08162866990647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;1.27782942736295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;2.06860139530929;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;16.0321497124314;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;1.59007761508273;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;55.1238228941083;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;4.38932512019116;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;1.23800329793959;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;5.49116523963554;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;2.428991031066;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;7.13551678450221;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;2.44078821474847;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;2.34978516206203;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;48.5750391141466;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;3.33866313339586;0;0;0;0;0;0;0;0
